1564,1,0,0
1565,1,0,0
1566,1,0,0
1567,1,0,0
1568,1,0,0
1569,1,0,0
156A,1,0,0
156B,1,0,0
156C,1,0,0
156D,1,0,0
156E,1,0,0
156F,1,0,0
1570,1,0,0
1571,1,0,0
1572,1,0,0
1573,1,0,0
1574,1,0,0
1575,1,0,0
1576,1,0,0
1577,1,0,0
1578,1,0,0
1579,1,0,0
157A,1,0,0
157B,1,0,0
157C,1,0,0
157D,1,0,0
157E,1,0,0
157F,1,0,0
1580,2,0,0
1581,2,0,0
1582,2,0,0
1583,2,0,0
1584,2,0,0
1585,2,0,0
1586,2,0,0
1587,2,0,0
1588,2,0,0
1589,2,0,0
158A,2,0,0
158B,2,0,0
158C,2,0,0
158D,2,0,0
158E,2,0,0
158F,2,0,0
1590,2,0,0
1591,2,0,0
1592,2,0,0
1593,2,0,0
1594,2,0,0
1595,2,0,0
1596,2,0,0
1597,2,0,0
1598,2,0,0
1599,2,0,0
159A,2,0,0
159B,2,0,0
159C,3,0,0
159D,3,0,0
159E,3,0,0
159F,3,0,0
15A0,3,0,0
15A1,3,0,0
15A2,3,0,0
15A3,3,0,0
15A4,3,0,0
15A5,3,0,0
15A6,3,0,0
15A7,3,0,0
15A8,3,0,0
15A9,3,0,0
15AA,3,0,0
15AB,3,0,0
15AC,3,0,0
15AD,3,0,0
15AE,3,0,0
15AF,3,0,0
15B0,3,0,0
15B1,3,0,0
15B2,3,0,0
15B3,3,0,0
15B4,3,0,0
15B5,3,0,0
15B6,3,0,0
15B7,3,0,0
15B8,4,0,0
15B9,4,0,0
15BA,4,0,0
15BB,4,0,0
15BC,4,0,0
15BD,4,0,0
15BE,4,0,0
15BF,4,0,0
15C0,4,0,0
15C1,4,0,0
15C2,4,0,0
15C3,4,0,0
15C4,4,0,0
15C5,4,0,0
15C6,4,0,0
15C7,4,0,0
15C8,4,0,0
15C9,4,0,0
15CA,4,0,0
15CB,4,0,0
15CC,4,0,0
15CD,4,0,0
15CE,4,0,0
15CF,4,0,0
15D0,4,0,0
15D1,4,0,0
15D2,4,0,0
15D3,4,0,0
15D4,5,0,0
15D5,5,0,0
15D6,5,0,0
15D7,5,0,0
15D8,5,0,0
15D9,5,0,0
15DA,5,0,0
15DB,5,0,0
15DC,5,0,0
15DD,5,0,0
15DE,5,0,0
15DF,5,0,0
15E0,5,0,0
15E1,5,0,0
15E2,5,0,0
15E3,5,0,0
15E4,5,0,0
15E5,5,0,0
15E6,5,0,0
15E7,5,0,0
15E8,5,0,0
15E9,5,0,0
15EA,5,0,0
15EB,5,0,0
15EC,5,0,0
15ED,5,0,0
15EE,5,0,0
15EF,5,0,0
15F0,6,0,0
15F1,6,0,0
15F2,6,0,0
15F3,6,0,0
15F4,6,0,0
15F5,6,0,0
15F6,6,0,0
15F7,6,0,0
15F8,6,0,0
15F9,6,0,0
15FA,6,0,0
15FB,6,0,0
15FC,6,0,0
15FD,6,0,0
15FE,6,0,0
15FF,6,0,0
1600,6,0,0
1601,6,0,0
1602,6,0,0
1603,6,0,0
1604,6,0,0
1605,6,0,0
1606,6,0,0
1607,6,0,0
1608,6,0,0
1609,6,0,0
160A,6,0,0
160B,6,0,0
160C,7,0,0
160D,7,0,0
160E,7,0,0
160F,7,0,0
1610,7,0,0
1611,7,0,0
1612,7,0,0
1613,7,0,0
1614,7,0,0
1615,7,0,0
1616,7,0,0
1617,7,0,0
1618,7,0,0
1619,7,0,0
161A,7,0,0
161B,7,0,0
161C,7,0,0
161D,7,0,0
161E,7,0,0
161F,7,0,0
1620,7,0,0
1621,7,0,0
1622,7,0,0
1623,7,0,0
1624,7,0,0
1625,7,0,0
1626,7,0,0
1627,7,0,0
1628,8,0,0
1629,8,0,0
162A,8,0,0
162B,8,0,0
162C,8,0,0
162D,8,0,0
162E,8,0,0
162F,8,0,0
1630,8,0,0
1631,8,0,0
1632,8,0,0
1633,8,0,0
1634,8,0,0
1635,8,0,0
1636,8,0,0
1637,8,0,0
1638,8,0,0
1639,8,0,0
163A,8,0,0
163B,8,0,0
163C,8,0,0
163D,8,0,0
163E,8,0,0
163F,8,0,0
1640,8,0,0
1641,8,0,0
1642,8,0,0
1643,8,0,0
