1644,1,1,0
1645,1,1,0
1646,1,1,0
1647,1,1,0
1648,1,1,0
1649,1,1,0
164A,1,1,0
164B,1,1,0
164C,1,1,0
164D,1,1,0
164E,1,1,0
164F,1,1,0
1650,1,1,0
1651,1,1,0
1652,1,2,0
1653,1,2,0
1654,1,2,0
1655,1,2,0
1656,1,2,0
1657,1,2,0
1658,1,2,0
1659,1,2,0
165A,1,2,0
165B,1,2,0
165C,1,2,0
165D,1,2,0
165E,1,2,0
165F,1,2,0
1660,1,3,0
1661,1,3,0
1662,1,3,0
1663,1,3,0
1664,1,3,0
1665,1,3,0
1666,1,3,0
1667,1,3,0
1668,1,3,0
1669,1,3,0
166A,1,3,0
166B,1,3,0
166C,1,3,0
166D,1,3,0
166E,2,1,0
166F,2,1,0
1670,2,1,0
1671,2,1,0
1672,2,1,0
1673,2,1,0
1674,2,1,0
1675,2,1,0
1676,2,1,0
1677,2,1,0
1678,2,1,0
1679,2,1,0
167A,2,1,0
167B,2,1,0
167C,2,2,0
167D,2,2,0
167E,2,2,0
167F,2,2,0
1680,2,2,0
1681,2,2,0
1682,2,2,0
1683,2,2,0
1684,2,2,0
1685,2,2,0
1686,2,2,0
1687,2,2,0
1688,2,2,0
1689,2,2,0
168A,2,3,0
168B,2,3,0
168C,2,3,0
168D,2,3,0
168E,2,3,0
168F,2,3,0
1690,2,3,0
1691,2,3,0
1692,2,3,0
1693,2,3,0
1694,2,3,0
1695,2,3,0
1696,2,3,0
1697,2,3,0
1698,3,1,0
1699,3,1,0
169A,3,1,0
169B,3,1,0
169C,3,1,0
169D,3,1,0
169E,3,1,0
169F,3,1,0
16A0,3,1,0
16A1,3,1,0
16A2,3,1,0
16A3,3,1,0
16A4,3,1,0
16A5,3,1,0
16A6,3,2,0
16A7,3,2,0
16A8,3,2,0
16A9,3,2,0
16AA,3,2,0
16AB,3,2,0
16AC,3,2,0
16AD,3,2,0
16AE,3,2,0
16AF,3,2,0
16B0,3,2,0
16B1,3,2,0
16B2,3,2,0
16B3,3,2,0
16B4,3,3,0
16B5,3,3,0
16B6,3,3,0
16B7,3,3,0
16B8,3,3,0
16B9,3,3,0
16BA,3,3,0
16BB,3,3,0
16BC,3,3,0
16BD,3,3,0
16BE,3,3,0
16BF,3,3,0
16C0,3,3,0
16C1,3,3,0
16C2,4,1,0
16C3,4,1,0
16C4,4,1,0
16C5,4,1,0
16C6,4,1,0
16C7,4,1,0
16C8,4,1,0
16C9,4,1,0
16CA,4,1,0
16CB,4,1,0
16CC,4,1,0
16CD,4,1,0
16CE,4,1,0
16CF,4,1,0
16D0,4,2,0
16D1,4,2,0
16D2,4,2,0
16D3,4,2,0
16D4,4,2,0
16D5,4,2,0
16D6,4,2,0
16D7,4,2,0
16D8,4,2,0
16D9,4,2,0
16DA,4,2,0
16DB,4,2,0
16DC,4,2,0
16DD,4,2,0
16DE,4,3,0
16DF,4,3,0
16E0,4,3,0
16E1,4,3,0
16E2,4,3,0
16E3,4,3,0
16E4,4,3,0
16E5,4,3,0
16E6,4,3,0
16E7,4,3,0
16E8,4,3,0
16E9,4,3,0
16EA,4,3,0
16EB,4,3,0
16EC,5,1,0
16ED,5,1,0
16EE,5,1,0
16EF,5,1,0
16F0,5,1,0
16F1,5,1,0
